step,episode,episode_reward,episode_shaped_reward,episode_length,epsilon,fps,avg_loss,avg_q
1787240,3744,5030.0,14.423999999999998,613.6,0.0,285.8,0.0,0.0
1794232,3754,6220.0,17.15,737.5,0.0,286.2,0.0,0.0
1799680,3764,3610.0,10.212,530.5,0.0,286.5,0.0,0.0
1807152,3774,5610.0,17.862000000000002,668.5,0.0,273.5,0.0,0.0
1814896,3784,6310.0,18.118000000000002,660.3,0.0,274.0,0.0,0.0
1821464,3794,6390.0,18.95,719.2,0.0,274.3,0.0,0.0
1826256,3804,5430.0,17.089999999999996,621.7,0.0,274.6,0.0,0.0
1830152,3814,2460.0,9.672,427.9,0.0,274.7,0.0,0.0
1835960,3824,5080.0,16.482000000000003,580.1,0.0,275.1,0.0,0.0
1843568,3834,5580.0,16.264,623.5,0.0,275.4,0.0,0.0
1849384,3844,4050.0,13.418000000000001,564.9,0.0,275.7,0.0,0.0
1853488,3854,3120.0,10.780000000000001,477.0,0.0,276.0,0.0,0.0
1857080,3864,2600.0,8.504,438.9,0.0,276.2,0.0,0.0
1861784,3874,2380.0,8.175999999999998,441.0,0.0,276.4,0.0,0.0
1866592,3884,3430.0,10.651999999999997,494.3,0.0,276.7,0.0,0.0
1871920,3894,2730.0,9.005999999999998,466.5,0.0,277.0,0.0,0.0
1876512,3904,4300.0,15.372,534.8,0.0,277.2,0.0,0.0
1882976,3914,3830.0,13.138,545.2,0.0,277.6,0.0,0.0
1887536,3924,4450.0,15.026,522.5,0.0,277.8,0.0,0.0
1893336,3934,3970.0,14.815999999999999,539.2,0.0,278.1,0.0,0.0
1898160,3944,4280.0,14.982,540.0,0.0,278.4,0.0,0.0
1904272,3954,3710.0,13.573999999999998,538.3,0.0,266.8,0.0,0.0
1910480,3964,5492.0,15.565999999999999,648.9,0.0,267.2,0.0,0.0
1914760,3974,1680.0,5.57,428.6,0.0,267.4,0.0,0.0
1918864,3984,1320.0,5.229999999999999,432.9,0.0,267.6,0.0,0.0
1923808,3994,3990.0,13.260000000000002,535.5,0.0,267.9,0.0,0.0
1930408,4004,10826.0,23.668,650.0,0.0,268.2,0.0,0.0
1938544,4014,7504.0,18.967999999999996,710.6,0.0,268.7,0.0,0.0
1943864,4024,4320.0,14.66,534.5,0.0,268.9,0.0,0.0
1951336,4034,5380.0,16.952,657.2,0.0,269.4,0.0,0.0
1957912,4044,5670.0,16.354,678.0,0.0,269.7,0.0,0.0
1964416,4054,5970.0,17.826,710.3,0.0,270.0,0.0,0.0
1969704,4064,3860.0,13.768,527.3,0.0,270.3,0.0,0.0
1975856,4074,5900.0,19.482000000000003,648.4,0.0,270.6,0.0,0.0
1980512,4084,4110.0,15.184000000000001,530.4,0.0,270.9,0.0,0.0
1987032,4094,6184.0,17.253999999999998,630.8,0.0,271.2,0.0,0.0
1993080,4104,4580.0,15.362,573.4,0.0,271.5,0.0,0.0
1998016,4114,4400.0,15.928,539.4,0.0,271.8,0.0,0.0
2003384,4124,3780.0,12.7,494.2,0.0,266.0,0.0,0.0
2007832,4134,3240.0,10.098,479.8,0.0,266.2,0.0,0.0
2012088,4144,3690.0,13.912,484.5,0.0,266.4,0.0,0.0
2016992,4154,2750.0,11.064000000000002,455.2,0.0,266.6,0.0,0.0
2023232,4164,3190.0,11.5,497.1,0.0,266.9,0.0,0.0
2027936,4174,4130.0,14.422,557.6,0.0,267.1,0.0,0.0
2035472,4184,5750.0,18.242,621.5,0.0,267.4,0.0,0.0
2041232,4194,5330.0,16.698,614.2,0.0,267.7,0.0,0.0
2046928,4204,6020.0,18.465999999999998,683.6,0.0,268.0,0.0,0.0
2054760,4214,6140.0,17.898,639.3,0.0,268.4,0.0,0.0
2061776,4224,5930.0,18.052,667.3,0.0,268.7,0.0,0.0
2067904,4234,5500.0,18.176000000000002,668.7,0.0,269.0,0.0,0.0
2074168,4244,6140.0,17.612,718.7,0.0,269.4,0.0,0.0
2082208,4254,5890.0,18.362000000000002,720.9,0.0,269.7,0.0,0.0
2088992,4264,6110.0,18.73,667.8,0.0,270.1,0.0,0.0
2094096,4274,5310.0,17.794,603.6,0.0,270.3,0.0,0.0
2101296,4284,5150.0,17.110000000000003,596.6,0.0,266.4,0.0,0.0
2107008,4294,5790.0,17.369999999999997,704.9,0.0,266.7,0.0,0.0
2112648,4304,4070.0,15.664000000000001,520.1,0.0,266.9,0.0,0.0
2118528,4314,5100.0,17.776000000000003,567.4,0.0,267.2,0.0,0.0
2122568,4324,3390.0,13.306000000000001,488.6,0.0,267.4,0.0,0.0
2128808,4334,4600.0,15.38,591.0,0.0,267.7,0.0,0.0
2133888,4344,4260.0,12.364,545.3,0.0,268.0,0.0,0.0
2138136,4354,2200.0,6.840000000000001,423.9,0.0,268.2,0.0,0.0
2142008,4364,2200.0,8.059999999999999,427.8,0.0,268.4,0.0,0.0
2146968,4374,2970.0,9.212,462.8,0.0,268.6,0.0,0.0
2151104,4384,2300.0,7.409999999999999,423.6,0.0,268.8,0.0,0.0
2155232,4394,2640.0,7.890000000000001,423.8,0.0,269.0,0.0,0.0
2159648,4404,2770.0,8.902,436.3,0.0,269.2,0.0,0.0
2163984,4414,2840.0,8.739999999999998,437.7,0.0,269.4,0.0,0.0
2168560,4424,2220.0,7.9799999999999995,421.7,0.0,269.6,0.0,0.0
2172440,4434,1600.0,6.04,395.6,0.0,269.8,0.0,0.0
2176512,4444,2220.0,6.94,432.1,0.0,269.9,0.0,0.0
2181216,4454,2940.0,9.819999999999999,450.4,0.0,270.2,0.0,0.0
2185024,4464,1800.0,6.5,424.0,0.0,270.3,0.0,0.0
2189360,4474,2060.0,7.419999999999999,437.6,0.0,270.5,0.0,0.0
2193976,4484,2170.0,7.419999999999999,425.4,0.0,270.7,0.0,0.0
2198560,4494,2530.0,8.642,433.8,0.0,270.9,0.0,0.0
2204400,4504,4940.0,15.9,582.2,0.0,259.3,0.0,0.0
2210848,4514,4710.0,14.735999999999999,579.3,0.0,259.5,0.0,0.0
2216376,4524,4450.0,15.095999999999998,506.9,0.0,259.8,0.0,0.0
2222128,4534,5860.0,18.119999999999997,627.7,0.0,260.1,0.0,0.0
2228056,4544,4400.0,14.395999999999997,570.7,0.0,260.3,0.0,0.0
2233032,4554,3880.0,14.65,550.0,0.0,260.6,0.0,0.0
2240376,4564,6500.0,19.41,709.1,0.0,260.9,0.0,0.0
2245280,4574,4120.0,14.000000000000004,547.7,0.0,261.1,0.0,0.0
2251400,4584,4510.0,15.157999999999998,555.4,0.0,261.4,0.0,0.0
2257688,4594,5720.0,18.334,652.3,0.0,261.7,0.0,0.0
2263320,4604,5420.0,15.681999999999999,597.6,0.0,261.9,0.0,0.0
2271232,4614,6180.0,18.756000000000004,634.0,0.0,262.3,0.0,0.0
2276600,4624,5950.0,18.334,648.1,0.0,262.5,0.0,0.0
2281600,4634,3630.0,12.943999999999999,495.2,0.0,262.8,0.0,0.0
2287000,4644,4600.0,16.822,541.6,0.0,263.0,0.0,0.0
2292824,4654,5420.0,18.220000000000002,577.9,0.0,263.3,0.0,0.0
2297576,4664,4810.0,15.953999999999999,556.2,0.0,263.5,0.0,0.0
2303672,4674,4700.0,16.321999999999996,558.8,0.0,259.0,0.0,0.0
2309440,4684,4690.0,15.963999999999999,569.8,0.0,259.2,0.0,0.0
2315208,4694,4360.0,16.318,541.5,0.0,259.5,0.0,0.0
2320944,4704,5440.0,17.192,653.3,0.0,259.7,0.0,0.0
2326872,4714,5030.0,17.862000000000002,569.0,0.0,260.0,0.0,0.0
2332760,4724,4950.0,16.613999999999997,572.3,0.0,260.2,0.0,0.0
2338024,4734,5340.0,18.800000000000004,552.5,0.0,260.5,0.0,0.0
2342896,4744,4080.0,14.479999999999999,498.0,0.0,260.7,0.0,0.0
2348472,4754,3190.0,10.605999999999998,476.7,0.0,260.9,0.0,0.0
2353528,4764,5030.0,15.268,578.1,0.0,261.1,0.0,0.0
2357456,4774,3500.0,10.094000000000001,455.6,0.0,261.3,0.0,0.0
2364576,4784,5490.0,17.224,609.0,0.0,261.6,0.0,0.0
2369432,4794,3230.0,10.398,459.3,0.0,261.8,0.0,0.0
2375056,4804,4620.0,13.898000000000001,537.6,0.0,262.0,0.0,0.0
2379632,4814,4280.0,12.564000000000002,557.7,0.0,262.2,0.0,0.0
2385784,4824,5170.0,15.268,593.1,0.0,262.5,0.0,0.0
2391440,4834,4150.0,14.413999999999998,536.1,0.0,262.8,0.0,0.0
2398176,4844,4250.0,12.294,542.5,0.0,263.1,0.0,0.0
2403440,4854,5940.0,16.999999999999996,645.4,0.0,260.0,0.0,0.0
2410728,4864,5310.0,15.856,619.7,0.0,260.4,0.0,0.0
2415800,4874,5050.0,16.236,632.7,0.0,260.6,0.0,0.0
2420376,4884,3260.0,11.581999999999999,483.3,0.0,260.8,0.0,0.0
2427976,4894,5230.0,16.708000000000002,607.7,0.0,261.1,0.0,0.0
2435112,4904,7580.0,21.288000000000004,767.2,0.0,261.4,0.0,0.0
2440504,4914,4980.0,17.404,561.2,0.0,261.6,0.0,0.0
2446584,4924,6160.0,19.642,648.0,0.0,261.9,0.0,0.0
2452952,4934,6180.0,19.008,660.8,0.0,262.2,0.0,0.0
2460000,4944,3810.0,14.424000000000001,515.4,0.0,262.5,0.0,0.0
2465272,4954,4440.0,12.66,707.6,0.0,262.7,0.0,0.0
2471016,4964,3970.0,13.569999999999999,537.4,0.0,262.9,0.0,0.0
2475736,4974,3670.0,12.552,525.0,0.0,263.1,0.0,0.0
2480728,4984,3820.0,12.803999999999998,530.6,0.0,263.4,0.0,0.0
2486928,4994,3730.0,13.868,505.0,0.0,263.6,0.0,0.0
2491192,5004,4260.0,14.994,507.7,0.0,263.8,0.0,0.0
2496936,5014,5020.0,17.298,580.1,0.0,264.0,0.0,0.0
2502880,5024,5720.0,18.13,640.8,0.0,259.9,0.0,0.0
2509696,5034,4320.0,13.815999999999999,547.7,0.0,260.1,0.0,0.0
2516568,5044,5230.0,15.466000000000003,641.4,0.0,260.4,0.0,0.0
2521936,5054,5170.0,15.798000000000002,627.9,0.0,260.6,0.0,0.0
2528040,5064,4850.0,15.254,603.3,0.0,260.9,0.0,0.0
2533752,5074,5270.0,16.89,587.0,0.0,261.1,0.0,0.0
2538416,5084,2920.0,9.744,486.1,0.0,261.3,0.0,0.0
2542400,5095,2727.2727272727275,9.034545454545455,454.8181818181818,0.0,261.4,0.0,0.0
2547056,5105,2510.0,9.988,433.0,0.0,261.6,0.0,0.0
2552424,5115,3270.0,13.66,474.6,0.0,261.8,0.0,0.0
2558912,5125,4810.0,16.058,603.4,0.0,262.1,0.0,0.0
2565280,5135,5610.0,17.4,654.4,0.0,262.4,0.0,0.0
2570712,5145,5150.0,17.238000000000003,611.4,0.0,262.6,0.0,0.0
2577016,5155,4170.0,15.160000000000002,539.0,0.0,262.8,0.0,0.0
2584280,5165,5770.0,16.18,682.6,0.0,263.1,0.0,0.0
2589976,5175,5790.0,17.238,643.3,0.0,263.4,0.0,0.0
2596440,5185,4570.0,15.937999999999999,542.3,0.0,263.6,0.0,0.0
2600536,5195,4650.0,15.723999999999998,566.8,0.0,259.8,0.0,0.0
2606880,5205,4510.0,15.839999999999998,517.1,0.0,260.0,0.0,0.0
2612904,5215,5200.0,16.746000000000002,599.5,0.0,260.3,0.0,0.0
2619624,5225,5900.0,19.434,667.5,0.0,260.5,0.0,0.0
2624680,5235,5060.0,17.517999999999997,587.3,0.0,260.7,0.0,0.0
2630560,5245,4820.0,17.184,542.6,0.0,261.0,0.0,0.0
2635456,5255,3250.0,12.35,483.9,0.0,261.2,0.0,0.0
2641264,5265,4250.0,15.978,574.7,0.0,261.4,0.0,0.0
2646224,5275,4590.0,14.478,572.4,0.0,261.6,0.0,0.0
2652384,5285,4360.0,13.750000000000004,562.0,0.0,261.8,0.0,0.0
2658368,5295,4130.0,14.690000000000001,550.4,0.0,262.0,0.0,0.0
2664056,5305,4810.0,15.048000000000002,630.8,0.0,262.3,0.0,0.0
2670896,5315,4860.0,14.764,591.3,0.0,262.5,0.0,0.0
2676688,5325,5090.0,16.619999999999997,629.7,0.0,262.8,0.0,0.0
2683704,5335,5140.0,13.807999999999998,656.7,0.0,263.0,0.0,0.0
2688632,5345,4520.0,12.159999999999998,625.6,0.0,263.2,0.0,0.0
2693944,5355,3850.0,10.442,541.8,0.0,263.4,0.0,0.0
2700120,5365,5310.0,16.45,634.8,0.0,260.0,0.0,0.0
2706752,5375,3910.0,12.190000000000001,535.0,0.0,260.2,0.0,0.0
2711016,5385,4240.0,14.132,564.3,0.0,260.4,0.0,0.0
2716472,5395,4300.0,14.27,522.9,0.0,260.6,0.0,0.0
2722904,5405,5600.0,16.23,640.7,0.0,260.8,0.0,0.0
2729456,5415,4790.0,13.712,607.5,0.0,261.1,0.0,0.0
2735680,5425,3700.0,12.586000000000002,499.7,0.0,261.3,0.0,0.0
2741496,5435,5520.0,16.646,615.3,0.0,261.5,0.0,0.0
2747872,5445,6040.0,17.857999999999997,717.5,0.0,261.8,0.0,0.0
2753560,5455,4650.0,14.671999999999997,603.2,0.0,262.0,0.0,0.0
2761152,5465,5060.0,16.192,622.5,0.0,262.3,0.0,0.0
2765952,5475,5400.0,15.825999999999999,673.4,0.0,262.5,0.0,0.0
2771696,5485,3670.0,12.892000000000001,475.7,0.0,262.7,0.0,0.0
2777664,5495,5480.0,17.105999999999998,601.0,0.0,262.9,0.0,0.0
2783664,5505,3390.0,12.114,528.1,0.0,263.1,0.0,0.0
2789352,5515,6070.0,16.554,683.2,0.0,263.3,0.0,0.0
2794992,5525,5220.0,16.476,585.8,0.0,263.5,0.0,0.0
2801360,5535,4440.0,16.657999999999998,506.3,0.0,260.2,0.0,0.0
2806144,5545,4720.0,15.576000000000002,602.4,0.0,260.4,0.0,0.0
2812576,5555,3830.0,15.483999999999998,491.8,0.0,260.6,0.0,0.0
2818376,5565,6892.0,18.692,676.3,0.0,260.8,0.0,0.0
2823312,5575,3940.0,15.347999999999999,522.1,0.0,261.0,0.0,0.0
2830440,5585,5930.0,18.414,641.5,0.0,261.3,0.0,0.0
2835328,5595,5530.0,19.032000000000004,598.2,0.0,261.4,0.0,0.0
2840712,5605,4030.0,16.45,497.8,0.0,261.6,0.0,0.0
2846736,5615,4790.0,17.228,536.5,0.0,261.8,0.0,0.0
2852664,5625,5080.0,18.571999999999996,567.0,0.0,262.0,0.0,0.0
2859496,5635,7404.0,20.898,684.0,0.0,262.3,0.0,0.0
2865608,5645,5650.0,19.145999999999997,628.5,0.0,262.5,0.0,0.0
2872600,5655,6320.0,15.27,698.4,0.0,262.7,0.0,0.0
2877960,5665,5200.0,15.218,652.9,0.0,262.9,0.0,0.0
2883768,5675,4320.0,13.611999999999998,549.1,0.0,263.1,0.0,0.0
2889016,5685,5320.0,17.756,582.4,0.0,263.3,0.0,0.0
2897216,5695,5560.0,17.074,640.0,0.0,263.6,0.0,0.0
2903816,5705,5580.0,18.189999999999998,618.6,0.0,260.1,0.0,0.0
2908904,5715,5720.0,16.705999999999996,624.8,0.0,260.3,0.0,0.0
2914920,5725,5280.0,16.304,626.5,0.0,260.5,0.0,0.0
2922096,5735,5480.0,16.154000000000003,621.0,0.0,260.7,0.0,0.0
2928848,5745,5760.0,16.028,633.7,0.0,261.0,0.0,0.0
2935728,5755,6670.0,19.282,738.1,0.0,261.2,0.0,0.0
2941240,5765,5440.0,17.93,603.4,0.0,261.4,0.0,0.0
2948120,5775,6670.0,20.204,672.5,0.0,261.6,0.0,0.0
2955552,5785,6570.0,18.996000000000002,658.7,0.0,261.9,0.0,0.0
2961504,5795,5960.0,18.216,671.3,0.0,262.1,0.0,0.0
2967096,5805,5860.0,19.344,626.5,0.0,262.3,0.0,0.0
2974312,5815,6010.0,19.586,691.6,0.0,262.6,0.0,0.0
2979560,5825,4020.0,14.382,531.7,0.0,262.8,0.0,0.0
2985296,5835,5300.0,18.860000000000003,597.5,0.0,263.0,0.0,0.0
2992824,5845,6530.0,18.93,655.7,0.0,263.2,0.0,0.0
2998528,5855,5200.0,14.591999999999995,606.5,0.0,263.4,0.0,0.0
3004392,5865,4400.0,15.565999999999997,584.0,0.0,260.8,0.0,0.0
